 Nguyen-5'_0_0,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_43_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1c6ac0>>
 Nguyen-5'_43_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c063520>>
 Nguyen-5'_43_33,3*x + sin(x),tensor(0.0549),-295.52394904390957
 Nguyen-5'_43_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1f2af0>>
 Nguyen-5'_43_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40627f0>>
 Nguyen-5'_43_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40917c0>>
 Nguyen-5'_43_37,x**2*(x + 3) + x,tensor(0.0522),-328.87403133899073
 Nguyen-5'_43_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1f2e20>>
 Nguyen-5'_43_39,(x**3 + x)**3,tensor(0.0552),-292.029199214692
 Nguyen-5'_43_40,2*asinh(x)/x,tensor(0.0430),-495.3473189861501
 Nguyen-5'_43_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0bfb50>>
 Nguyen-5'_43_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0fe0d0>>
 Nguyen-5'_43_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4091730>>
 Nguyen-5'_43_44,16/x**2,tensor(1.6193e-06),-381345317676.7341
 Nguyen-5'_43_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4073d90>>
 Nguyen-5'_43_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40730a0>>
 Nguyen-5'_43_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03c7c0>>
 Nguyen-5'_43_48,-2*x - cos(x),tensor(0.0982),-83.28486616760254
 Nguyen-5'_43_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c670>>
 Nguyen-5'_43_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd880>>
 Nguyen-5'_43_51,3 - x,tensor(0.0331),-850.0768108290617
 Nguyen-5'_43_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d70d0>>
 Nguyen-5'_43_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407e400>>
 Nguyen-5'_43_54,x/2 + 3*sin(x),tensor(0.0610),-235.73910629864196
 Nguyen-5'_43_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1c6790>>
 Nguyen-5'_43_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407e610>>
 Nguyen-5'_43_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c063730>>
 Nguyen-5'_43_58,2*x**2*(x**2 + x),tensor(0.0666),-195.48784221786855
 Nguyen-5'_43_59,x*log(log(x)) - x,tensor(0.),0
 Nguyen-5'_43_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159f10>>
 Nguyen-5'_43_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140ac0>>
 Nguyen-5'_43_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc037700>>
 Nguyen-5'_43_63,1/sin(4*x),tensor(0.0011),-833905.0041100526
 Nguyen-5'_43_64,(x + 1)**2,tensor(0.0479),-394.1139317274383
 Nguyen-5'_43_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1ca430>>
 Nguyen-5'_43_66,x*(x + 5) + x,tensor(0.0394),-592.4197797898989
 Nguyen-5'_43_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810ef10>>
 Nguyen-5'_43_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810e1c0>>
 Nguyen-5'_43_69,-2*x + sin(x),tensor(0.0798),-132.03730605957148
 Nguyen-5'_43_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f4310>>
 Nguyen-5'_43_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f46a0>>
 Nguyen-5'_43_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f4730>>
 Nguyen-5'_43_73,-x + log(cos(x)),tensor(0.0873),-108.42761753743041
 Nguyen-5'_43_74,3*x,tensor(0.0630),-219.8594266531716
 Nguyen-5'_43_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0551c0>>
 Nguyen-5'_43_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f5ac0>>
 Nguyen-5'_43_77,log(sin(x))/4,tensor(0.),0
 Nguyen-5'_43_78,acos(2 - x),tensor(0.),0
 Nguyen-5'_43_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d5f10>>
 Nguyen-5'_43_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c087460>>
 Nguyen-5'_43_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc038940>>
 Nguyen-5'_43_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0386d0>>
 Nguyen-5'_43_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc3d0>>
 Nguyen-5'_43_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bcdf0>>
 Nguyen-5'_43_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc079ca0>>
 Nguyen-5'_43_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc790>>
 Nguyen-5'_43_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc079250>>
 Nguyen-5'_43_88,2*x - sin(x),tensor(0.0812),-127.01846485871826
 Nguyen-5'_43_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012e250>>
 Nguyen-5'_43_90,5*x + exp(x),tensor(0.0351),-755.9328557468563
 Nguyen-5'_43_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1524c0>>
 Nguyen-5'_43_92,x**4/4 + x,tensor(0.0801),-130.77557276698263
 Nguyen-5'_43_93,x**3 - x*cos(x),tensor(0.0845),-116.52343553735642
 Nguyen-5'_43_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cdeb0>>
 Nguyen-5'_43_95,-cosh(x),tensor(0.1972),-15.579690956738823
 Nguyen-5'_43_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f4fd0>>
 Nguyen-5'_43_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc037670>>
 Nguyen-5'_43_98,x + sin(x) + 5,tensor(0.0237),-1701.2110338981693
 Nguyen-5'_43_99,12*exp(x)/x,tensor(0.0005),-3629580.4893257185
 Nguyen-5'_43_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03c790>>
 Nguyen-5'_43_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd4f0>>
 Nguyen-5'_43_102,-2*cos(x),tensor(0.5145),0.10922793551662247
 Nguyen-5'_43_103,x*(3 - x),tensor(0.0676),-189.41506605660615
 Nguyen-5'_43_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e8b0>>
 Nguyen-5'_43_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40626d0>>
 Nguyen-5'_43_106,(x + 4)**3,tensor(0.0022),-203051.5071158182
 Nguyen-5'_43_107,x/(x + 2),tensor(0.0880),-106.42681204010987
 Nguyen-5'_43_108,(x + 3)*cos(x),tensor(0.0368),-684.189486087105
 Nguyen-5'_43_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c5fd430>>
 Nguyen-5'_43_110,cosh(x)/x**3,tensor(8.7874e-08),-129503588737141.27
 Nguyen-5'_43_111,2*x*cosh(x),tensor(0.0665),-196.30319884875973
 Nguyen-5'_43_112,(x - 1)*exp(-x),tensor(0.0939),-92.04603323554315
 Nguyen-5'_43_113,9*x/2,tensor(0.0502),-356.6814133947665
 Nguyen-5'_43_114,12/x,tensor(0.0005),-3610705.938893565
 Nguyen-5'_43_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7fa0>>
 Nguyen-5'_43_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4091790>>
 Nguyen-5'_43_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7310>>
 Nguyen-5'_43_118,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_43_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b38e0>>
 Nguyen-5'_43_120,x*(4 - x),tensor(0.0567),-275.2892020688955
 Nguyen-5'_43_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b3250>>
 Nguyen-5'_43_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b9070>>
 Nguyen-5'_43_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b9910>>
 Nguyen-5'_43_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a2580>>
 Nguyen-5'_43_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0c17c0>>
 Nguyen-5'_43_126,2*x*cos(x) - 2*cos(x),tensor(0.1621),-25.72414098778079
 Nguyen-5'_43_127,cosh(2*x)/4,tensor(0.0691),-180.63496888533479
 Nguyen-5'_44_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038190>>
 Nguyen-5'_44_1,x**2*atanh(x),tensor(0.0806),-129.2912937771495
 Nguyen-5'_44_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101b20>>
 Nguyen-5'_44_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4091ee0>>
 Nguyen-5'_44_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1bcfd0>>
 Nguyen-5'_44_5,x*tan(5),tensor(0.0578),-264.66319320675626
 Nguyen-5'_44_6,sin(x),tensor(0.0825),-122.63739091990594
 Nguyen-5'_44_7,x**2/2 + x,tensor(0.0761),-146.44992268878622
 Nguyen-5'_44_8,2*x*cos(x),tensor(0.0783),-137.4937864301666
 Nguyen-5'_44_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c156e50>>
 Nguyen-5'_44_10,x/(x + 2),tensor(0.0880),-106.42681204010987
 Nguyen-5'_44_11,2*x - cos(x),tensor(0.1010),-78.1748968424104
 Nguyen-5'_44_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c04ea30>>
 Nguyen-5'_44_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0380a0>>
 Nguyen-5'_44_14,2 - 2*x,tensor(0.0399),-579.2982254439413
 Nguyen-5'_44_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7e50>>
 Nguyen-5'_44_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc105f10>>
 Nguyen-5'_44_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1caac0>>
 Nguyen-5'_44_18,3*atanh(x),tensor(0.0495),-367.2489133250066
 Nguyen-5'_44_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1ca8e0>>
 Nguyen-5'_44_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e0d60>>
 Nguyen-5'_44_21,x/2,tensor(0.0845),-116.48040263951471
 Nguyen-5'_44_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159fd0>>
 Nguyen-5'_44_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f43a0>>
 Nguyen-5'_44_24,1/(4*x),tensor(0.0237),-1700.8512882016723
 Nguyen-5'_44_25,2*sinh(x),tensor(0.0710),-170.35563013554668
 Nguyen-5'_44_26,x + cos(2*x),tensor(0.0656),-201.7331448667127
 Nguyen-5'_44_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810ed00>>
 Nguyen-5'_44_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810edf0>>
 Nguyen-5'_44_29,pi*x/2,tensor(0.0773),-141.68212604054736
 Nguyen-5'_44_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e7c0>>
 Nguyen-5'_44_31,2*x + cosh(x),tensor(0.0501),-358.4187814318811
 Nguyen-5'_44_32,2*x**6,tensor(0.0732),-159.12806781123646
 Nguyen-5'_44_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a2fa0>>
 Nguyen-5'_44_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09ff70>>
 Nguyen-5'_44_35,-2*cosh(x)**2,tensor(0.1041),-73.08287528973555
 Nguyen-5'_44_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f90d0>>
 Nguyen-5'_44_37,x*(x + sin(5)),tensor(0.0697),-177.18122973376
 Nguyen-5'_44_38,6*x**5,tensor(0.0620),-228.13562318751005
 Nguyen-5'_44_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c28e6a0>>
 Nguyen-5'_44_40,x**6/36,tensor(0.0850),-114.97168840689241
 Nguyen-5'_44_41,x**2/(x**4 + x),tensor(0.0526),-323.94427759013905
 Nguyen-5'_44_42,log(x*log(x)),tensor(0.),0
 Nguyen-5'_44_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03ce50>>
 Nguyen-5'_44_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0381f0>>
 Nguyen-5'_44_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd4c0>>
 Nguyen-5'_44_46,-sqrt(x) + x**2,tensor(0.),0
 Nguyen-5'_44_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c296ca0>>
 Nguyen-5'_44_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd790>>
 Nguyen-5'_44_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e6dc0>>
 Nguyen-5'_44_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7700>>
 Nguyen-5'_44_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140850>>
 Nguyen-5'_44_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140a60>>
 Nguyen-5'_44_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0fe880>>
 Nguyen-5'_44_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e02e0>>
 Nguyen-5'_44_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4073760>>
 Nguyen-5'_44_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0feac0>>
 Nguyen-5'_44_57,cos(x + 3),tensor(0.1486),-31.808659658120398
 Nguyen-5'_44_58,x*(x + cos(log(x))),tensor(0.),0
 Nguyen-5'_44_59,cos(x) - 1,tensor(0.0918),-96.82381572660363
 Nguyen-5'_44_60,x - 2,tensor(0.2003),-14.949836122393808
 Nguyen-5'_44_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1ed040>>
 Nguyen-5'_44_62,sqrt(2)*cos(x),tensor(0.0527),-322.6798173808448
 Nguyen-5'_44_63,x*(3*x + 4),tensor(0.0434),-483.81621226948675
 Nguyen-5'_44_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101220>>
 Nguyen-5'_44_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7280>>
 Nguyen-5'_44_66,sinh(x)*cosh(x),tensor(0.0781),-138.40427224473788
 Nguyen-5'_44_67,x**2,tensor(0.0725),-162.67784659767776
 Nguyen-5'_44_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cfee0>>
 Nguyen-5'_44_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc073a30>>
 Nguyen-5'_44_70,2*cosh(x),tensor(0.0385),-622.7764815279291
 Nguyen-5'_44_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1307f0>>
 Nguyen-5'_44_72,x/(x + 9),tensor(0.0853),-113.90121981284315
 Nguyen-5'_44_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130a90>>
 Nguyen-5'_44_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c296c40>>
 Nguyen-5'_44_75,x*(x + 5),tensor(0.0446),-458.46731398002817
 Nguyen-5'_44_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1278b0>>
 Nguyen-5'_44_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06ceb0>>
 Nguyen-5'_44_78,x + exp(x) + 3,tensor(0.0267),-1329.279998705835
 Nguyen-5'_44_79,8*x,tensor(0.0323),-894.08355176424
 Nguyen-5'_44_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa012bfd0>>
 Nguyen-5'_44_81,cos(x + 2),tensor(0.0982),-83.2399509050774
 Nguyen-5'_44_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0c1310>>
 Nguyen-5'_44_83,4*x,tensor(0.0541),-304.84120345311817
 Nguyen-5'_44_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0b3fa0>>
 Nguyen-5'_44_85,x*(x*sin(2*x) + x),tensor(0.0716),-167.17017302344428
 Nguyen-5'_44_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc079970>>
 Nguyen-5'_44_87,5*x*cos(x),tensor(0.0572),-270.20277652185194
 Nguyen-5'_44_88,3/(2*x**2),tensor(1.7272e-05),-3351804165.5059524
 Nguyen-5'_44_89,x*(x - 1) + x,tensor(0.0725),-162.67784659767776
 Nguyen-5'_44_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062940>>
 Nguyen-5'_44_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e6fd0>>
 Nguyen-5'_44_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1e6e50>>
 Nguyen-5'_44_93,x**2 + 2*x,tensor(0.0650),-206.19906121721712
 Nguyen-5'_44_94,3*x**2 + x,tensor(0.0535),-311.6966871141338
 Nguyen-5'_44_95,0,tensor(0.),0
 Nguyen-5'_44_96,x*(x - 8),tensor(0.0309),-985.8539525648634
 Nguyen-5'_44_97,x**2 + cos(x),tensor(0.0531),-316.81365936706356
 Nguyen-5'_44_98,x**3 + x**2 + x,tensor(0.0674),-190.3424907125673
 Nguyen-5'_44_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc6d0>>
 Nguyen-5'_44_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0a04c0>>
 Nguyen-5'_44_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a2250>>
 Nguyen-5'_44_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a2a60>>
 Nguyen-5'_44_103,x*(x*sin(x) + x),tensor(0.0720),-164.98684919508202
 Nguyen-5'_44_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1d9eb0>>
 Nguyen-5'_44_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1d9550>>
 Nguyen-5'_44_106,5*cos(x),tensor(0.0268),-1322.5904753941786
 Nguyen-5'_44_107,8*x**3,tensor(0.0452),-445.09218539966315
 Nguyen-5'_44_108,5*x*acosh(x),tensor(0.),0
 Nguyen-5'_44_109,sinh(x**3),tensor(0.0835),-119.32528111524257
 Nguyen-5'_44_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd9d0>>
 Nguyen-5'_44_111,log(4*x**2),tensor(0.0698),-176.83366919977775
 Nguyen-5'_44_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a2790>>
 Nguyen-5'_44_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc079a60>>
 Nguyen-5'_44_114,6*x**3,tensor(0.0546),-298.3122190078553
 Nguyen-5'_44_115,x*(x**3*tanh(x) + x),tensor(0.0723),-163.63847967117746
 Nguyen-5'_44_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e00a0>>
 Nguyen-5'_44_117,x*exp(x - 3),tensor(0.0844),-116.65604162275554
 Nguyen-5'_44_118,3*x/2,tensor(0.0779),-139.1333691616273
 Nguyen-5'_44_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b5df0>>
 Nguyen-5'_44_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c580>>
 Nguyen-5'_44_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1760>>
 Nguyen-5'_44_122,2*x + 6,tensor(0.0207),-2233.069785967594
 Nguyen-5'_44_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e2c10>>
 Nguyen-5'_44_124,sin(x + 2),tensor(0.0606),-239.2227380087793
 Nguyen-5'_44_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a8580>>
