Sigmoid Function_0_0,-x*cos(x) + sin(x),tensor(0.2196),-11.628650630808414
Sigmoid Function_94_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58241190>>
Sigmoid Function_94_21,5*x + asin(x),tensor(0.0375),-656.089210154251
Sigmoid Function_94_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84107700>>
Sigmoid Function_94_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05da5d30>>
Sigmoid Function_94_24,8*x + (x - 1)*exp(x),tensor(0.0273),-1269.8152562135872
Sigmoid Function_94_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c3070>>
Sigmoid Function_94_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5838b0d0>>
Sigmoid Function_94_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064f80d0>>
Sigmoid Function_94_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064f8dc0>>
Sigmoid Function_94_29,cos(x)**3,tensor(0.3039),-4.248231414417825
Sigmoid Function_94_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1550>>
Sigmoid Function_94_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1dc0>>
Sigmoid Function_94_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1280>>
Sigmoid Function_94_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064f8460>>
Sigmoid Function_94_34,x,tensor(0.1662),-24.164029461621876
Sigmoid Function_94_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c33d0>>
Sigmoid Function_94_36,5*x**2*exp(-x),tensor(0.0345),-783.3347265055596
Sigmoid Function_94_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e178820>>
Sigmoid Function_94_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bdd30>>
Sigmoid Function_94_39,x - tan(2*x),tensor(0.0032),-99355.7105204698
Sigmoid Function_94_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064c0400>>
Sigmoid Function_94_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6402b070>>
Sigmoid Function_94_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05da5460>>
Sigmoid Function_94_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05da5070>>
Sigmoid Function_94_44,sin(5*x + 8),tensor(0.1262),-46.90754746486176
Sigmoid Function_94_45,8*x/5,tensor(0.1243),-48.61995662157846
Sigmoid Function_94_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416eca0>>
Sigmoid Function_94_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841a9610>>
Sigmoid Function_94_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416e9d0>>
Sigmoid Function_94_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416ecd0>>
Sigmoid Function_94_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9250>>
Sigmoid Function_94_51,x**2*(x**2 + x),tensor(0.2310),-10.078266401644994
Sigmoid Function_94_52,x*(1 - x),tensor(0.1172),-55.716096355074406
Sigmoid Function_94_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828b850>>
Sigmoid Function_94_54,x**3*cos(x) + 3*x,tensor(0.0660),-199.55670447242255
Sigmoid Function_94_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04bf17f0>>
Sigmoid Function_94_56,x + x*sinh(1),tensor(0.0978),-84.08674969124885
Sigmoid Function_94_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8403dfa0>>
Sigmoid Function_94_58,exp(3*x),tensor(0.0267),-1324.8442208807442
Sigmoid Function_94_59,-x*cos(log(x)) + sin(log(x)),tensor(0.),0
Sigmoid Function_94_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26399940>>
Sigmoid Function_94_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581df2b0>>
Sigmoid Function_94_62,x*(x + sin(x) + 1),tensor(0.1703),-22.71981423795045
Sigmoid Function_94_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650bdc0>>
Sigmoid Function_94_64,5*x**5,tensor(0.0841),-117.53459621920942
Sigmoid Function_94_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05647520>>
Sigmoid Function_94_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05647dc0>>
Sigmoid Function_94_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f056471c0>>
Sigmoid Function_94_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af190>>
Sigmoid Function_94_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40affd0>>
Sigmoid Function_94_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af370>>
Sigmoid Function_94_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af1c0>>
Sigmoid Function_94_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afb550>>
Sigmoid Function_94_73,2*sinh(x),tensor(0.0965),-86.69474269919611
Sigmoid Function_94_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41ace20>>
Sigmoid Function_94_75,x + cos(x + 2),tensor(0.1429),-34.98708032170399
Sigmoid Function_94_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fe20>>
Sigmoid Function_94_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846f160>>
Sigmoid Function_94_78,x + cos(x + 1),tensor(0.5989),0.5514937573096957
Sigmoid Function_94_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f263996d0>>
Sigmoid Function_94_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641757c0>>
Sigmoid Function_94_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580fa580>>
Sigmoid Function_94_82,x + sqrt(x + 1) + 1,tensor(0.0822),-123.60197853116308
Sigmoid Function_94_83,x**2 + 1/4,tensor(0.2807),-5.565157786699703
Sigmoid Function_94_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84038430>>
Sigmoid Function_94_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4120700>>
Sigmoid Function_94_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5848f370>>
Sigmoid Function_94_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41d6310>>
Sigmoid Function_94_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afb4f0>>
Sigmoid Function_94_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afa130>>
Sigmoid Function_94_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afa3a0>>
Sigmoid Function_94_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afb370>>
Sigmoid Function_94_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2662f940>>
Sigmoid Function_94_93,1/(4*x**2),tensor(0.0004),-5025852.002721358
Sigmoid Function_94_94,x*atanh(x) - x,tensor(0.1277),-45.682753963816275
Sigmoid Function_94_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262a39d0>>
Sigmoid Function_94_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d885b0>>
Sigmoid Function_94_97,x*(4 - x),tensor(0.0530),-318.0213236771794
Sigmoid Function_94_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26780ca0>>
Sigmoid Function_94_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f3190>>
Sigmoid Function_94_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f3730>>
Sigmoid Function_94_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0588eeb0>>
Sigmoid Function_94_102,4/x,tensor(0.0024),-172215.916943109
Sigmoid Function_94_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8417f9d0>>
Sigmoid Function_94_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416e850>>
Sigmoid Function_94_105,x**2 + 2*x + 1,tensor(0.0984),-82.9340105464871
Sigmoid Function_94_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606ec10>>
Sigmoid Function_94_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267b4d30>>
Sigmoid Function_94_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580dea00>>
Sigmoid Function_94_109,4*x**2 + x,tensor(0.0859),-112.32753501921644
Sigmoid Function_94_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26622910>>
Sigmoid Function_94_111,5/x**2,tensor(2.2297e-05),-2011355522.182267
Sigmoid Function_94_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0588efd0>>
Sigmoid Function_94_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2970>>
Sigmoid Function_94_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26606460>>
Sigmoid Function_94_115,x**2/acos(5),tensor(0.),0
Sigmoid Function_94_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bda00>>
Sigmoid Function_94_117,2*x + sin(x),tensor(0.0762),-145.82231676175672
Sigmoid Function_94_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858d5e0>>
Sigmoid Function_94_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2668c700>>
Sigmoid Function_94_120,1/x,tensor(0.0095),-10794.19249227982
Sigmoid Function_94_121,x**2 + 2*x + tan(x),tensor(0.0717),-166.7112852217921
Sigmoid Function_94_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2663d3a0>>
Sigmoid Function_94_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650b940>>
Sigmoid Function_94_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26581fd0>>
Sigmoid Function_94_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26763f10>>
Sigmoid Function_94_126,sqrt(1 - x**2),tensor(0.2711),-6.23203060806322
Sigmoid Function_94_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064ca0>>
Sigmoid Function_95_0,x - sin(x),tensor(0.2201),-11.560279926627228
Sigmoid Function_95_1,x + cos(x) + 3,tensor(0.0407),-553.3284407715973
Sigmoid Function_95_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c31f0>>
Sigmoid Function_95_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b0e50>>
Sigmoid Function_95_4,x**2*(x + 1),tensor(0.2559),-7.455699608381108
Sigmoid Function_95_5,x*(x + 1),tensor(0.2049),-14.049139881309815
Sigmoid Function_95_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe407fd60>>
Sigmoid Function_95_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064d90>>
Sigmoid Function_95_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06064220>>
Sigmoid Function_95_9,x*cos(x + 1),tensor(0.1477),-32.27232526396509
Sigmoid Function_95_10,x + 4,tensor(0.0389),-608.7007700239903
Sigmoid Function_95_11,x**2*(x + log(x)),tensor(0.),0
Sigmoid Function_95_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c94f0>>
Sigmoid Function_95_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858d580>>
Sigmoid Function_95_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26581850>>
Sigmoid Function_95_15,x*exp(x - 1),tensor(0.2538),-7.644264720806401
Sigmoid Function_95_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2662fbe0>>
Sigmoid Function_95_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1070>>
Sigmoid Function_95_18,x + tan(1),tensor(0.1130),-60.6538485970299
Sigmoid Function_95_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bf310>>
Sigmoid Function_95_20,-x*tanh(1),tensor(0.1605),-26.346660031167858
Sigmoid Function_95_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328ac0>>
Sigmoid Function_95_22,x + cos(x + 3),tensor(0.0907),-99.56787497671978
Sigmoid Function_95_23,log(x) - cos(x),tensor(0.),0
Sigmoid Function_95_24,exp(4*x),tensor(0.0111),-7873.02144351407
Sigmoid Function_95_25,x*cos(4) + x,tensor(0.2165),-12.094550431174378
Sigmoid Function_95_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bfd30>>
Sigmoid Function_95_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c9cd0>>
Sigmoid Function_95_28,-x + 2*exp(x),tensor(0.0685),-183.8812179720388
Sigmoid Function_95_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2fd0>>
Sigmoid Function_95_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bdbb0>>
Sigmoid Function_95_31,x*log(x**2 + 1),tensor(0.2066),-13.747326984937573
Sigmoid Function_95_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262e0610>>
Sigmoid Function_95_33,sin(x),tensor(0.1744),-21.40435033224463
Sigmoid Function_95_34,2*x + 1,tensor(0.1123),-61.47394417253344
Sigmoid Function_95_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d9f3d0>>
Sigmoid Function_95_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1364f0>>
Sigmoid Function_95_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136400>>
Sigmoid Function_95_38,x**2*sin(3),tensor(0.2342),-9.695724428022846
Sigmoid Function_95_39,x**2*asin(x),tensor(0.1794),-19.921103578940915
Sigmoid Function_95_40,x**(2/3)/2,tensor(0.),0
Sigmoid Function_95_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40854c0>>
Sigmoid Function_95_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0db1c0>>
Sigmoid Function_95_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bd130>>
Sigmoid Function_95_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05613c10>>
Sigmoid Function_95_45,x + (x + 5)**2,tensor(0.0056),-31471.53405917315
Sigmoid Function_95_46,-x**2 + 5*x,tensor(0.0438),-476.5929022951898
Sigmoid Function_95_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2671e1f0>>
Sigmoid Function_95_48,5*x*sin(x),tensor(0.0761),-146.57796761001535
Sigmoid Function_95_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518d520>>
Sigmoid Function_95_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f062231f0>>
Sigmoid Function_95_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8403dd90>>
Sigmoid Function_95_52,-2*log(cos(x)),tensor(0.2596),-7.132764416266387
Sigmoid Function_95_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41ac310>>
Sigmoid Function_95_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af820>>
Sigmoid Function_95_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40afeb0>>
Sigmoid Function_95_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267b4820>>
Sigmoid Function_95_57,sin(x + 4),tensor(0.1055),-70.83659406762344
Sigmoid Function_95_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afad90>>
Sigmoid Function_95_59,x*log(x) - x,tensor(0.),0
Sigmoid Function_95_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4050f40>>
Sigmoid Function_95_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267b4400>>
Sigmoid Function_95_62,x + 2*pi**2*x,tensor(0.0114),-7547.447122802331
Sigmoid Function_95_63,-x + sin(x),tensor(0.2136),-12.547744250470213
Sigmoid Function_95_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8403de80>>
Sigmoid Function_95_65,0,tensor(0.),0
Sigmoid Function_95_66,2*log(x**2),tensor(0.0243),-1614.7613402498926
Sigmoid Function_95_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e047a60>>
Sigmoid Function_95_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d9f4c0>>
Sigmoid Function_95_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650bbe0>>
