Exponential Decay with Sine_0_0,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_75_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5963a0>>
Exponential Decay with Sine_75_99,x*(x**2 + 2*x),tensor(0.4919),-0.06699165301469923
Exponential Decay with Sine_75_100,4*x**2 + x,tensor(0.4436),-0.5738336036673626
Exponential Decay with Sine_75_101,x**5*(x + 1),tensor(0.5170),0.12752222120948353
Exponential Decay with Sine_75_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900694f0>>
Exponential Decay with Sine_75_103,cosh(x + 2),tensor(0.3117),-3.8776648681957795
Exponential Decay with Sine_75_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29ff910>>
Exponential Decay with Sine_75_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64bbb0>>
Exponential Decay with Sine_75_106,x + tanh(x),tensor(0.6573),0.7281516712140732
Exponential Decay with Sine_75_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01226a0>>
Exponential Decay with Sine_75_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958131a60>>
Exponential Decay with Sine_75_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699005bdc0>>
Exponential Decay with Sine_75_110,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_75_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693009deb0>>
Exponential Decay with Sine_75_112,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_75_113,(x + 5)*exp(x),tensor(0.2391),-9.129819695905708
Exponential Decay with Sine_75_114,exp(x + 2),tensor(0.1871),-17.874969903056716
Exponential Decay with Sine_75_115,x*(x + cos(3)),tensor(0.4296),-0.7632225550386329
Exponential Decay with Sine_75_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4f6400>>
Exponential Decay with Sine_75_117,x**2 + 4*x,tensor(0.7296),0.8626709725863282
Exponential Decay with Sine_75_118,x*cos(x) + 2*x,tensor(0.7681),0.9088607871388942
Exponential Decay with Sine_75_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2555400>>
Exponential Decay with Sine_75_120,x*tan(5),tensor(0.3421),-2.6974456073179667
Exponential Decay with Sine_75_121,4*x/5,tensor(0.5565),0.3648281415857234
Exponential Decay with Sine_75_122,cos(x) + sqrt(2),tensor(0.3916),-1.4136114307150183
Exponential Decay with Sine_75_123,x**3*(x + cos(x)) + x,tensor(0.5892),0.5139221893407282
Exponential Decay with Sine_75_124,x**2*(x + asin(x)),tensor(0.5939),0.5325044765994522
Exponential Decay with Sine_75_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d3f10>>
Exponential Decay with Sine_75_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901731c0>>
Exponential Decay with Sine_75_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990173700>>
Exponential Decay with Sine_76_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699810ef10>>
Exponential Decay with Sine_76_1,2*x*sin(x),tensor(0.4665),-0.30839752658915454
Exponential Decay with Sine_76_2,x*(x*exp(x) + x),tensor(0.4837),-0.13891755335348122
Exponential Decay with Sine_76_3,4*x + 1,tensor(0.6279),0.6488440345434464
Exponential Decay with Sine_76_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bdaf0>>
Exponential Decay with Sine_76_5,x*exp(-x),tensor(0.6095),0.5896556259421883
Exponential Decay with Sine_76_6,x/cos(1),tensor(0.6578),0.7294864992999648
Exponential Decay with Sine_76_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998168e50>>
Exponential Decay with Sine_76_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580ff8e0>>
Exponential Decay with Sine_76_9,2*cos(2*x),tensor(0.4599),-0.37866606619308274
Exponential Decay with Sine_76_10,2*x + exp(x),tensor(0.5854),0.49841393912186527
Exponential Decay with Sine_76_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699012a610>>
Exponential Decay with Sine_76_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1da6730>>
Exponential Decay with Sine_76_13,x**2*log(x) + 2*x,tensor(0.),0
Exponential Decay with Sine_76_14,cos(x)**2,tensor(0.4754),-0.2172671662671377
Exponential Decay with Sine_76_15,log(x + 4),tensor(0.4509),-0.4826950744613301
Exponential Decay with Sine_76_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693009de80>>
Exponential Decay with Sine_76_17,2*x/tan(1),tensor(0.5993),0.5530687212680465
Exponential Decay with Sine_76_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810cd90>>
Exponential Decay with Sine_76_19,x**2 + tan(x),tensor(0.5696),0.42892005995204907
Exponential Decay with Sine_76_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114400>>
Exponential Decay with Sine_76_21,x + sin(x) + cos(x),tensor(0.5860),0.5010336764396779
Exponential Decay with Sine_76_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82040>>
Exponential Decay with Sine_76_23,2*x**2*sin(x) + x,tensor(0.6729),0.7636813245949254
Exponential Decay with Sine_76_24,x*(x + asin(x)),tensor(0.4559),-0.4239302812846142
Exponential Decay with Sine_76_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f6910>>
Exponential Decay with Sine_76_26,x*(x + 1)**2,tensor(0.5487),0.3232449511565134
Exponential Decay with Sine_76_27,x**2 + 3*x,tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_76_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990169e20>>
Exponential Decay with Sine_76_29,-cosh(x),tensor(0.4829),-0.14656434761337112
Exponential Decay with Sine_76_30,3*x/4,tensor(0.5524),0.3434210843022384
Exponential Decay with Sine_76_31,1,tensor(0.),0
Exponential Decay with Sine_76_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8055640>>
Exponential Decay with Sine_76_33,x/5,tensor(0.5109),0.0836263671096571
Exponential Decay with Sine_76_34,x/tanh(2),tensor(0.5767),0.46140798474730216
Exponential Decay with Sine_76_35,sinh(3*x),tensor(0.4996),-0.002833555937914678
Exponential Decay with Sine_76_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e009b550>>
Exponential Decay with Sine_76_37,3*x + log(x**2),tensor(0.4355),-0.6808225566179527
Exponential Decay with Sine_76_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b253c7c0>>
Exponential Decay with Sine_76_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998187a90>>
Exponential Decay with Sine_76_40,2*x,tensor(0.6749),0.7680653024155196
Exponential Decay with Sine_76_41,3*x**2 + sin(x),tensor(0.4746),-0.22527076087105202
Exponential Decay with Sine_76_42,5*x/2,tensor(0.7376),0.873445864842756
Exponential Decay with Sine_76_43,3*x + sin(x),tensor(0.8591),0.973098313917131
Exponential Decay with Sine_76_44,x**2 + exp(x),tensor(0.4669),-0.3040986159156691
Exponential Decay with Sine_76_45,atan(x**3),tensor(0.5345),0.24143175393255578
Exponential Decay with Sine_76_46,2*x/(x**2 + x),tensor(0.1077),-67.71118740845445
Exponential Decay with Sine_76_47,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_76_48,x*sin(x) + 2*x,tensor(0.6349),0.6692135653194622
Exponential Decay with Sine_76_49,8*x,tensor(0.4581),-0.3990766558822265
Exponential Decay with Sine_76_50,2*x + tan(1),tensor(0.5073),0.05662789196613638
Exponential Decay with Sine_76_51,x**3,tensor(0.5391),0.2688462987305502
Exponential Decay with Sine_76_52,x + exp(x/2),tensor(0.5376),0.26038197241343264
Exponential Decay with Sine_76_53,-sin(x - 3),tensor(0.5612),0.3884296566731703
Exponential Decay with Sine_76_54,x**2/(x + 3),tensor(0.4884),-0.09703376269142927
Exponential Decay with Sine_76_55,3*x + exp(x),tensor(0.5909),0.5207877446986977
Exponential Decay with Sine_76_56,3*x**2*asin(x),tensor(0.6493),0.7082171008110665
Exponential Decay with Sine_76_57,2*x**3*cos(x),tensor(0.5550),0.3573443212216575
Exponential Decay with Sine_76_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64d640>>
Exponential Decay with Sine_76_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25a9700>>
Exponential Decay with Sine_76_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25a91f0>>
Exponential Decay with Sine_76_61,x**2/sin(1),tensor(0.4790),-0.18272784307174117
Exponential Decay with Sine_76_62,5*sin(x),tensor(0.7860),0.9258771200842005
Exponential Decay with Sine_76_63,sqrt(x)/16,tensor(0.),0
Exponential Decay with Sine_76_64,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_76_65,2*x**2,tensor(0.4612),-0.3647845008257795
Exponential Decay with Sine_76_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901ab580>>
Exponential Decay with Sine_76_67,x + cosh(x),tensor(0.4964),-0.029029613437976387
Exponential Decay with Sine_76_68,x + exp(x),tensor(0.5496),0.32866384824657346
Exponential Decay with Sine_76_69,3*tanh(x),tensor(0.7423),0.8794386714901706
Exponential Decay with Sine_76_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5e4880>>
Exponential Decay with Sine_76_71,(x + 1)**4,tensor(0.3263),-3.264334028095477
Exponential Decay with Sine_76_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1da68b0>>
Exponential Decay with Sine_76_73,(x + sin(x))**3,tensor(0.6714),0.7605494369918011
Exponential Decay with Sine_76_74,x/3,tensor(0.5204),0.150700690313624
Exponential Decay with Sine_76_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc038220>>
Exponential Decay with Sine_76_76,x + cos(x),tensor(0.5276),0.19845902162980755
Exponential Decay with Sine_76_77,4*x*cos(x),tensor(0.7799),0.9203955052972136
Exponential Decay with Sine_76_78,sin(x + 3),tensor(0.4427),-0.5842267343480474
Exponential Decay with Sine_76_79,2*tanh(x),tensor(0.6402),0.6840878052969308
Exponential Decay with Sine_76_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29ffd30>>
Exponential Decay with Sine_76_81,x + tan(2*x),tensor(0.0071),-19654.262855340385
Exponential Decay with Sine_76_82,x + asin(x),tensor(0.6944),0.8062330469794501
Exponential Decay with Sine_76_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8098940>>
Exponential Decay with Sine_76_84,2*x + 6,tensor(0.2529),-7.725892190906251
Exponential Decay with Sine_76_85,x*exp(3),tensor(0.1833),-18.856269194081822
Exponential Decay with Sine_76_86,x**3/(x + 2),tensor(0.5243),0.17699470294353015
Exponential Decay with Sine_76_87,x*(x + asin(x)),tensor(0.4559),-0.4239302812846142
Exponential Decay with Sine_76_88,2*x*sinh(x),tensor(0.4553),-0.4312687279031897
Exponential Decay with Sine_76_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80f30a0>>
Exponential Decay with Sine_76_90,3*sin(x),tensor(0.7672),0.9078913231385564
Exponential Decay with Sine_76_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f5610>>
Exponential Decay with Sine_76_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc19a850>>
Exponential Decay with Sine_76_93,sqrt(5),tensor(0.),0
Exponential Decay with Sine_76_94,6*x,tensor(0.6066),0.5794758047441937
Exponential Decay with Sine_76_95,5*x**2/2,tensor(0.4490),-0.5061205380132765
Exponential Decay with Sine_76_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc572940>>
Exponential Decay with Sine_76_97,log(5*x),tensor(0.),0
Exponential Decay with Sine_76_98,x*(x + 4) + x,tensor(0.6654),0.7471104072342414
Exponential Decay with Sine_76_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b13508e0>>
Exponential Decay with Sine_76_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc09cfd0>>
Exponential Decay with Sine_76_101,tanh(x + 4),tensor(0.4604),-0.37338862745709545
Exponential Decay with Sine_76_102,sin(3*x),tensor(0.5708),0.43455570664865384
Exponential Decay with Sine_76_103,cos(2*x),tensor(0.4864),-0.11460697111895546
Exponential Decay with Sine_76_104,x + exp(x),tensor(0.5496),0.32866384824657346
Exponential Decay with Sine_76_105,x*tan(4),tensor(0.5876),0.5072730558730929
Exponential Decay with Sine_76_106,x + tan(2*x),tensor(0.0071),-19654.262855340385
Exponential Decay with Sine_76_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25a9e20>>
Exponential Decay with Sine_76_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c85f40>>
Exponential Decay with Sine_76_109,x*log(x**2),tensor(0.4537),-0.4503839040570947
Exponential Decay with Sine_76_110,4*x**2 + x,tensor(0.4436),-0.5738336036673626
Exponential Decay with Sine_76_111,cos(4*x),tensor(0.4956),-0.036163057333174375
Exponential Decay with Sine_76_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63a4c0>>
Exponential Decay with Sine_76_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693009d760>>
Exponential Decay with Sine_76_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2555ac0>>
Exponential Decay with Sine_76_115,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_76_116,sin(x),tensor(0.5652),0.4084067057877575
Exponential Decay with Sine_76_117,x + 2*atan(x),tensor(0.7673),0.908049398186301
Exponential Decay with Sine_76_118,-x**3,tensor(0.4602),-0.3758256401112885
Exponential Decay with Sine_76_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693009d400>>
Exponential Decay with Sine_76_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8063ee0>>
Exponential Decay with Sine_76_121,x*(x + 2)**2,tensor(0.4951),-0.039872979688112764
Exponential Decay with Sine_76_122,x*(x + 2)*exp(x),tensor(0.5149),0.11253066050904859
Exponential Decay with Sine_76_123,x + asinh(x),tensor(0.6661),0.7487910549275829
Exponential Decay with Sine_76_124,3*x/2,tensor(0.6205),0.6258406686636684
Exponential Decay with Sine_76_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1350790>>
Exponential Decay with Sine_76_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581316a0>>
Exponential Decay with Sine_76_127,x + tan(x)**3,tensor(0.6823),0.7831675788131442
Exponential Decay with Sine_77_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581d1250>>
Exponential Decay with Sine_77_1,cos(x)/sin(x),tensor(0.0761),-146.6009621097924
Exponential Decay with Sine_77_2,x**2*cosh(1),tensor(0.4716),-0.25507937980508477
Exponential Decay with Sine_77_3,x*exp(3*x),tensor(0.3411),-2.732717453300945
Exponential Decay with Sine_77_4,2*x + 5,tensor(0.2860),-5.2310756493667245
Exponential Decay with Sine_77_5,0,tensor(0.),0
Exponential Decay with Sine_77_6,2*x + cos(x),tensor(0.5922),0.525669899970227
Exponential Decay with Sine_77_7,sin(x) + 5,tensor(0.2796),-5.6370446022966725
Exponential Decay with Sine_77_8,x*(x + 3),tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_77_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc18b070>>
Exponential Decay with Sine_77_10,log(x**2),tensor(0.3810),-1.6386949591741402
Exponential Decay with Sine_77_11,x*exp(2*x) + 3,tensor(0.3228),-3.402843476322678
Exponential Decay with Sine_77_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f815b8b0>>
Exponential Decay with Sine_77_13,x*(x + 1),tensor(0.5490),0.325094956851831
Exponential Decay with Sine_77_14,x**2 + exp(x),tensor(0.4669),-0.3040986159156691
Exponential Decay with Sine_77_15,2*x + cos(x),tensor(0.5922),0.525669899970227
Exponential Decay with Sine_77_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25a9160>>
Exponential Decay with Sine_77_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd430>>
Exponential Decay with Sine_77_18,sinh(x + 1),tensor(0.5096),0.07382060959233827
Exponential Decay with Sine_77_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2555f40>>
