Quadratic Equation_0_0,3*exp(x)/x,tensor(0.0628),-221.73495425048935
Quadratic Equation_291_65,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_66,4 - x,tensor(0.4589),-0.3906674979610829
Quadratic Equation_291_67,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_68,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_69,acos(x)**2,tensor(0.4574),-0.407163540236795
Quadratic Equation_291_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6895d070>>
Quadratic Equation_291_71,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_291_72,sqrt(x) + tanh(x),tensor(0.),0
Quadratic Equation_291_73,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_74,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a7bd30>>
Quadratic Equation_291_76,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_77,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68971250>>
Quadratic Equation_291_79,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_80,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_81,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_82,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_83,5 - x,tensor(0.5094),0.0725025149466546
Quadratic Equation_291_84,2*x**3*exp(x),tensor(0.2882),-5.0993251452165795
Quadratic Equation_291_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b309a0>>
Quadratic Equation_291_86,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_87,3*x,tensor(0.2650),-6.689343064779705
Quadratic Equation_291_88,x**2 + x + cos(x),tensor(0.3136),-3.7896277970546928
Quadratic Equation_291_89,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a66340>>
Quadratic Equation_291_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a66730>>
Quadratic Equation_291_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68525340>>
Quadratic Equation_291_93,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_94,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_95,x + cos(x) + 3,tensor(0.3937),-1.3715463887918249
Quadratic Equation_291_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68830730>>
Quadratic Equation_291_97,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_98,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_99,x + cosh(x),tensor(0.3136),-3.7890547827870424
Quadratic Equation_291_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691292b0>>
Quadratic Equation_291_101,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_102,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_103,x**4 + 3,tensor(0.3983),-1.2830225554615433
Quadratic Equation_291_104,2*x + 2,tensor(0.3214),-3.4587336730853444
Quadratic Equation_291_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69094250>>
Quadratic Equation_291_106,sin(x + 2),tensor(0.3158),-3.6946103369209524
Quadratic Equation_291_107,x**2 + x + exp(x),tensor(0.3094),-3.981188320980946
Quadratic Equation_291_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68830460>>
Quadratic Equation_291_109,-log(cos(x)),tensor(0.2973),-4.588241145849117
Quadratic Equation_291_110,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_111,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_112,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68770a60>>
Quadratic Equation_291_114,sin(x),tensor(0.2839),-5.36168948203037
Quadratic Equation_291_115,exp(x) + sin(x),tensor(0.3014),-4.372973534350909
Quadratic Equation_291_116,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_117,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_118,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_119,sqrt(x + 5),tensor(0.3562),-2.265665646820526
Quadratic Equation_291_120,x*(acos(x) + 3),tensor(0.2435),-8.655198450248484
Quadratic Equation_291_121,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_122,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_123,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_124,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_125,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_126,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68ac6a30>>
Quadratic Equation_292_0,x**4 + 1,tensor(0.3267),-3.2480107251005608
Quadratic Equation_292_1,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_2,sin(2*x + 1),tensor(0.2932),-4.809319175593984
Quadratic Equation_292_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5c52e0>>
Quadratic Equation_292_4,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_5,x/(x + 2),tensor(0.2838),-5.366735065902743
Quadratic Equation_292_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b91700>>
Quadratic Equation_292_7,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_8,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_9,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_10,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_11,cos(x + 5),tensor(0.2898),-5.003422794564682
Quadratic Equation_292_12,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_13,2*exp(-x),tensor(0.4024),-1.2051934699642897
Quadratic Equation_292_14,5 - x,tensor(0.5094),0.0725025149466546
Quadratic Equation_292_15,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6876b5b0>>
Quadratic Equation_292_17,cos(x) + 4,tensor(0.4591),-0.3876034202830865
Quadratic Equation_292_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69261190>>
Quadratic Equation_292_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68725e80>>
Quadratic Equation_292_20,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68526d00>>
Quadratic Equation_292_22,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_23,tan(x) + 5,tensor(0.4205),-0.8996627474984018
Quadratic Equation_292_24,x + 9,tensor(0.4136),-1.0101928190191485
Quadratic Equation_292_25,x,tensor(0.2830),-5.416330151725984
Quadratic Equation_292_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b21ca0>>
Quadratic Equation_292_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69236730>>
Quadratic Equation_292_28,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_29,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_30,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_31,-x**3/3 + exp(x),tensor(0.3148),-3.736425806714151
Quadratic Equation_292_32,-cos(x),tensor(0.2717),-6.181883943193324
Quadratic Equation_292_33,x + cos(x + 3),tensor(0.2659),-6.624692247314875
Quadratic Equation_292_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685d5850>>
Quadratic Equation_292_35,sin(x)**3,tensor(0.2880),-5.111403602972247
Quadratic Equation_292_36,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_37,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_38,8*x**2,tensor(0.3693),-1.91772177072147
Quadratic Equation_292_39,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_40,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_41,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
Quadratic Equation_292_42,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_43,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_44,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e684a4250>>
Quadratic Equation_292_46,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_47,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_48,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_49,2 - x,tensor(0.3668),-1.981028147403706
Quadratic Equation_292_50,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_51,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_52,x**2*atan(3),tensor(0.3042),-4.233033326037224
Quadratic Equation_292_53,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_54,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_55,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_56,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_57,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_58,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_59,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_60,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_61,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_62,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_63,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_292_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b91af0>>
Quadratic Equation_292_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68971af0>>
Quadratic Equation_292_66,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68971b20>>
Quadratic Equation_292_68,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_69,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_70,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_71,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_72,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_73,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_74,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_292_75,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_76,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e688401c0>>
Quadratic Equation_292_78,x*(x**2 + x),tensor(0.2958),-4.665247793113821
Quadratic Equation_292_79,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_80,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_81,sqrt(x + 2),tensor(0.3272),-3.229125827624517
Quadratic Equation_292_82,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b72550>>
Quadratic Equation_292_84,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_85,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689ac250>>
Quadratic Equation_292_87,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_292_88,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_89,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_90,-tan(x),tensor(0.3020),-4.344068855747488
Quadratic Equation_292_91,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_92,x + acos(x),tensor(0.3397),-2.7782366867237305
Quadratic Equation_292_93,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_94,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_95,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_96,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_97,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_98,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_99,4*cosh(x),tensor(0.4615),-0.36177460065443
Quadratic Equation_292_100,x**2 + 4,tensor(0.4451),-0.5541606426791716
Quadratic Equation_292_101,2*cosh(x),tensor(0.3662),-1.9955460550018893
Quadratic Equation_292_102,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_103,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697482e0>>
Quadratic Equation_292_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c36b50>>
Quadratic Equation_292_106,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_107,x**2/(x + 4),tensor(0.2946),-4.7338283094815035
Quadratic Equation_292_108,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_109,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b724c0>>
Quadratic Equation_292_111,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_292_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e1940>>
Quadratic Equation_292_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689d3850>>
Quadratic Equation_292_114,sin(x) + cosh(x),tensor(0.3148),-3.7363565244239805
Quadratic Equation_292_115,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_116,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68227f40>>
Quadratic Equation_292_118,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_119,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_120,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68227b80>>
Quadratic Equation_292_122,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_292_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68227df0>>
Quadratic Equation_292_124,x + tanh(x) + 5,tensor(0.4028),-1.197302175387803
Quadratic Equation_292_125,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_292_126,sin(x)**3,tensor(0.2880),-5.111403602972247
Quadratic Equation_292_127,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_293_0,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_1,x/(x + 1/2),tensor(0.2799),-5.620917273771203
Quadratic Equation_293_2,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_293_3,3*x**2 + x,tensor(0.3108),-3.9183720277871616
Quadratic Equation_293_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6870a220>>
Quadratic Equation_293_5,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_6,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_7,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_293_8,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_9,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_293_10,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_11,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_12,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689476d0>>
Quadratic Equation_293_14,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_293_15,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e684a48b0>>
Quadratic Equation_293_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e684a4c70>>
Quadratic Equation_293_18,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_19,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_20,5*cos(x),tensor(0.4247),-0.8344983424853152
Quadratic Equation_293_21,exp(x) + 1,tensor(0.3411),-2.732662176997434
Quadratic Equation_293_22,x**2 + x*(x + 1)**2,tensor(0.3037),-4.258893642238032
Quadratic Equation_293_23,9*exp(-x),tensor(0.3471),-2.5387974658765993
Quadratic Equation_293_24,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_25,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_293_26,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_293_27,-atanh(x),tensor(0.3033),-4.278525352314873
Quadratic Equation_293_28,acos(x - 1),tensor(0.),0
Quadratic Equation_293_29,2*cosh(x),tensor(0.3662),-1.9955460550018893
Quadratic Equation_293_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689ac0a0>>
Quadratic Equation_293_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6922f3d0>>
Quadratic Equation_293_32,3*atan(x),tensor(0.2690),-6.38316217281831
Quadratic Equation_293_33,-x**4,tensor(0.2856),-5.257811899911402
Quadratic Equation_293_34,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_293_35,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_293_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6876be80>>
Quadratic Equation_293_37,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_293_38,4*cosh(x),tensor(0.4615),-0.36177460065443
Quadratic Equation_293_39,4*acos(x),tensor(0.8721),0.9784841843981195
