Absolute Value_0_0,x + tan(x),tensor(0.1743),-21.433991330247977
Absolute Value_57_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40372ac0>>
Absolute Value_57_26,log(x)/4,tensor(0.),0
Absolute Value_57_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480841c0>>
Absolute Value_57_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27518310>>
Absolute Value_57_29,4*log(x),tensor(0.),0
Absolute Value_57_30,x/4,tensor(0.2141),-12.475201151398197
Absolute Value_57_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812afd0>>
Absolute Value_57_32,x/2,tensor(0.2101),-13.12768336397524
Absolute Value_57_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a7370>>
Absolute Value_57_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403877f0>>
Absolute Value_57_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4028d550>>
Absolute Value_57_36,x*(x**2 + x),tensor(0.1865),-18.020938566519728
Absolute Value_57_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15a550>>
Absolute Value_57_38,cos(x),tensor(0.1659),-24.28555811968633
Absolute Value_57_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4021d310>>
Absolute Value_57_40,x*(x**2 + x),tensor(0.1865),-18.020938566519728
Absolute Value_57_41,x + log(x + 4),tensor(0.1381),-37.98299201651489
Absolute Value_57_42,sqrt(x),tensor(0.),0
Absolute Value_57_43,x**2 + x - 4,tensor(0.2179),-11.887364223829476
Absolute Value_57_44,x*(x + exp(x)) + x,tensor(0.1474),-32.47726972762158
Absolute Value_57_45,x + cosh(x + 4),tensor(0.0147),-4509.73096079006
Absolute Value_57_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0ac910>>
Absolute Value_57_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222fd0>>
Absolute Value_57_48,(x + 1)**4,tensor(0.0765),-144.92376924167834
Absolute Value_57_49,(1 - x)**3,tensor(0.1158),-57.31095900994379
Absolute Value_57_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15b340>>
Absolute Value_57_51,x/(x + 2),tensor(0.2152),-12.292959598417191
Absolute Value_57_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e1a30>>
Absolute Value_57_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4028d5b0>>
Absolute Value_57_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2720fd90>>
Absolute Value_57_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481a4340>>
Absolute Value_57_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c13c460>>
Absolute Value_57_57,x*(x + cos(x))**2,tensor(0.1724),-22.038419518582778
Absolute Value_57_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4002a7c0>>
Absolute Value_57_59,x + sinh(x),tensor(0.1781),-20.288249183967054
Absolute Value_57_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480bbd90>>
Absolute Value_57_61,x*acosh(x) + 2*x,tensor(0.),0
Absolute Value_57_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c196b50>>
Absolute Value_57_63,2*x + 2,tensor(0.1174),-55.51073345590095
Absolute Value_57_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c13c610>>
Absolute Value_57_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403720d0>>
Absolute Value_57_66,sin(x) + asin(x),tensor(0.1786),-20.152811249860044
Absolute Value_57_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401022b0>>
Absolute Value_57_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4ca0>>
Absolute Value_57_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b49d0>>
Absolute Value_57_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b43d0>>
Absolute Value_57_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481db9a0>>
Absolute Value_57_72,x*(2*x - 1),tensor(0.1741),-21.489231458226833
Absolute Value_57_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222df0>>
Absolute Value_57_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e1550>>
Absolute Value_57_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e1400>>
Absolute Value_57_76,x*(x + cosh(x)),tensor(0.1769),-20.659513056666526
Absolute Value_57_77,(x + log(x))/x,tensor(0.),0
Absolute Value_57_78,(x + exp(x))/x**2,tensor(3.4388e-07),-8456581583599.42
Absolute Value_57_79,x*(log(x) + 2),tensor(0.),0
Absolute Value_57_80,x/2,tensor(0.2101),-13.12768336397524
Absolute Value_57_81,-cosh(x),tensor(0.3626),-2.0910722161330737
Absolute Value_57_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402afb80>>
Absolute Value_57_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27775130>>
Absolute Value_57_84,x*(x - cos(x)),tensor(0.1965),-15.730578436980746
Absolute Value_57_85,(x + 4)**2,tensor(0.0295),-1084.0103138509537
Absolute Value_57_86,1 - x,tensor(0.1609),-26.199267301381116
Absolute Value_57_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a7790>>
Absolute Value_57_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401e6760>>
Absolute Value_57_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812a460>>
Absolute Value_57_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403969d0>>
Absolute Value_57_91,x*(-2*x - 1),tensor(0.2820),-5.48263385570709
Absolute Value_57_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274541f0>>
Absolute Value_57_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27454af0>>
Absolute Value_57_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27454970>>
Absolute Value_57_95,x**2*atan(5)/2,tensor(0.2003),-14.949847544613585
Absolute Value_57_96,x*(2*x + 2),tensor(0.1526),-29.820472473402035
Absolute Value_57_97,-x**2 + 6*x,tensor(0.1170),-56.008356164843114
Absolute Value_57_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481a4040>>
Absolute Value_57_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401ffd00>>
Absolute Value_57_100,2*x + sin(x),tensor(0.1619),-25.783492025885348
Absolute Value_57_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c135160>>
Absolute Value_57_102,2*x*(x + 1),tensor(0.1526),-29.820472473402035
Absolute Value_57_103,x*(x + sin(x)),tensor(0.1737),-21.619185160955066
Absolute Value_57_104,x*(x*sin(x) + x),tensor(0.1874),-17.797900145806363
Absolute Value_57_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ac910>>
Absolute Value_57_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27202850>>
Absolute Value_57_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a71c0>>
Absolute Value_57_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a7850>>
Absolute Value_57_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11ef10>>
Absolute Value_57_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11e070>>
Absolute Value_57_111,x**3*cos(2)/3,tensor(0.2184),-11.801217363956635
Absolute Value_57_112,exp(-x),tensor(0.1532),-29.55962966488416
Absolute Value_57_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812eee0>>
Absolute Value_57_114,(x + 1)/x,tensor(0.0035),-81814.59751857103
Absolute Value_57_115,x*(-x**2 + x),tensor(0.1959),-15.847648782231545
Absolute Value_57_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401d6460>>
Absolute Value_57_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102e50>>
Absolute Value_57_118,x + exp(x) - 1,tensor(0.1710),-22.491441521618047
Absolute Value_57_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40387970>>
Absolute Value_57_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0fb7f0>>
Absolute Value_57_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a640>>
Absolute Value_57_122,cosh(x)*asinh(x),tensor(0.1967),-15.678554277049063
Absolute Value_57_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481a4ca0>>
Absolute Value_57_124,3*x/2,tensor(0.1908),-16.98812765198026
Absolute Value_57_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11e310>>
Absolute Value_57_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481dbe50>>
Absolute Value_57_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481db370>>
Absolute Value_58_0,x**2/(x + 2),tensor(0.2040),-14.220039196845228
Absolute Value_58_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27727eb0>>
Absolute Value_58_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481d5370>>
Absolute Value_58_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a250>>
Absolute Value_58_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773ab20>>
Absolute Value_58_5,2*x + 1/2,tensor(0.1605),-26.36257204947747
Absolute Value_58_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4970>>
Absolute Value_58_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40263af0>>
Absolute Value_58_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403879d0>>
Absolute Value_58_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274ad700>>
Absolute Value_58_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274adca0>>
Absolute Value_58_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274adfd0>>
Absolute Value_58_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401ff970>>
Absolute Value_58_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940512b0>>
Absolute Value_58_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48192250>>
Absolute Value_58_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812a520>>
Absolute Value_58_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4007dcd0>>
Absolute Value_58_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4007dd90>>
Absolute Value_58_18,6*x**3 + x,tensor(0.1296),-44.066569859756896
Absolute Value_58_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40372b20>>
Absolute Value_58_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc0ee760>>
Absolute Value_58_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7e1c35eee0>>
Absolute Value_58_22,x*sin(5) + cos(x),tensor(0.1682),-23.471188054584328
Absolute Value_58_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48038e80>>
Absolute Value_58_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f4c70>>
Absolute Value_58_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c08e4c0>>
Absolute Value_58_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0acbe0>>
Absolute Value_58_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0ac310>>
Absolute Value_58_28,1 - x,tensor(0.1609),-26.199267301381116
Absolute Value_58_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481ef0a0>>
Absolute Value_58_30,cos(1)/x**4,tensor(4.6777e-15),-4.57021259091201e+28
Absolute Value_58_31,x*atan(x) - x,tensor(0.2003),-14.93271491941253
Absolute Value_58_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11eb20>>
Absolute Value_58_33,log(x + 1)/4,tensor(0.2175),-11.94767608958349
Absolute Value_58_34,x - sin(x),tensor(0.2162),-12.138192841591513
Absolute Value_58_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d275c07c0>>
Absolute Value_58_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e1ee0>>
Absolute Value_58_37,6*sin(x),tensor(0.1213),-51.498285704065054
Absolute Value_58_38,-x + log(cos(x)),tensor(0.2399),-9.036911796918698
Absolute Value_58_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c113700>>
Absolute Value_58_40,x**2*(-x**2 + x),tensor(0.2207),-11.47544490078037
Absolute Value_58_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1284f0>>
Absolute Value_58_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c128f70>>
Absolute Value_58_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c128d60>>
Absolute Value_58_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1b1190>>
Absolute Value_58_45,4*x**2 + 8*x,tensor(0.0850),-114.95406405414026
Absolute Value_58_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1b16d0>>
Absolute Value_58_47,x**3*(x**2 + x) + x,tensor(0.1813),-19.379222166255154
Absolute Value_58_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48101040>>
Absolute Value_58_49,x*sin(x) + x,tensor(0.1834),-18.82113271058469
Absolute Value_58_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402f5be0>>
Absolute Value_58_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc119f10>>
Absolute Value_58_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc119790>>
Absolute Value_58_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a4af0>>
Absolute Value_58_54,4*x**5/5,tensor(0.2124),-12.756959045109637
Absolute Value_58_55,exp(x) - cos(x),tensor(0.1800),-19.739817476795633
Absolute Value_58_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ac160>>
Absolute Value_58_57,x*log(x + 2),tensor(0.1966),-15.706035957789943
Absolute Value_58_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2720f2b0>>
Absolute Value_58_59,2*x**3 + 5*x,tensor(0.1117),-62.182519399141064
Absolute Value_58_60,-2*x**2 + x + acos(x),tensor(0.1609),-26.190393730515797
Absolute Value_58_61,(x - 1)*exp(x),tensor(0.2942),-4.757986044277053
Absolute Value_58_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402f5070>>
Absolute Value_58_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401e6640>>
Absolute Value_58_64,exp(x) + 1,tensor(0.1174),-55.517616821989336
Absolute Value_58_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2720fc70>>
Absolute Value_58_66,x*cos(3*x)/5,tensor(0.2187),-11.763390126491544
Absolute Value_58_67,4*x**2 + 2*x,tensor(0.1288),-44.767024712020564
Absolute Value_58_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27635550>>
Absolute Value_58_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15a6a0>>
Absolute Value_58_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15a1c0>>
Absolute Value_58_71,tan(x/2),tensor(0.2097),-13.205548031047327
Absolute Value_58_72,2*x - exp(x),tensor(0.2962),-4.646920235714069
Absolute Value_58_73,-log(x) - cos(x),tensor(0.),0
Absolute Value_58_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4028d220>>
