 Nguyen-5_0_0,x + tan(x),tensor(0.2285),-10.400959550225325
 Nguyen-5_45_122,2*x**2*sin(2*x),tensor(0.2640),-6.7749491135151425
 Nguyen-5_45_123,log(cos(2*x))/2,tensor(0.),0
 Nguyen-5_45_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08d7f0>>
 Nguyen-5_45_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08df10>>
 Nguyen-5_45_126,x**2*(x**2 + 1),tensor(0.1834),-18.823498894251216
 Nguyen-5_45_127,2*x**2 - x,tensor(0.1539),-29.213692721910427
 Nguyen-5_46_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4910>>
 Nguyen-5_46_1,x*sin(1) + x,tensor(0.2524),-7.7765767886103045
 Nguyen-5_46_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f250>>
 Nguyen-5_46_3,exp(2*x),tensor(0.1123),-61.43449995845375
 Nguyen-5_46_4,4*x**3 + x**2,tensor(0.1838),-18.715852570656008
 Nguyen-5_46_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8c40>>
 Nguyen-5_46_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f75b0>>
 Nguyen-5_46_7,-x**2 + x,tensor(0.3488),-2.486296299440045
 Nguyen-5_46_8,x + tan(3),tensor(0.3133),-3.8035499036717644
 Nguyen-5_46_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055f9a0>>
 Nguyen-5_46_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528080a00>>
 Nguyen-5_46_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8550>>
 Nguyen-5_46_12,x**2*(2*x + 1),tensor(0.2168),-12.0487662082834
 Nguyen-5_46_13,(x + cos(x))/x,tensor(0.0263),-1367.1804721193491
 Nguyen-5_46_14,cos(x + 5),tensor(0.2425),-8.760660265962652
 Nguyen-5_46_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fd5b0>>
 Nguyen-5_46_16,x*sin(4*x),tensor(0.2398),-9.054051266723425
 Nguyen-5_46_17,2*x**5 + 8*x,tensor(0.0744),-153.6767970914762
 Nguyen-5_46_18,2*x,tensor(0.2443),-8.57326958213292
 Nguyen-5_46_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a0106040>>
 Nguyen-5_46_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508134490>>
 Nguyen-5_46_21,acos(x + 1),tensor(0.),0
 Nguyen-5_46_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0610eb0>>
 Nguyen-5_46_23,x**2*(x + 1) + x,tensor(0.2145),-12.416022852008668
 Nguyen-5_46_24,x**2 - 2*sin(x),tensor(0.1559),-28.326825504154314
 Nguyen-5_46_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04cad30>>
 Nguyen-5_46_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443310>>
 Nguyen-5_46_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4f10>>
 Nguyen-5_46_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081156a0>>
 Nguyen-5_46_29,-2*sin(2*x),tensor(0.1464),-33.02162255619255
 Nguyen-5_46_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481cfee0>>
 Nguyen-5_46_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9d90>>
 Nguyen-5_46_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568163e80>>
 Nguyen-5_46_33,cos(x + 3),tensor(0.4187),-0.9279289323867856
 Nguyen-5_46_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803cb20>>
 Nguyen-5_46_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9160>>
 Nguyen-5_46_36,4 - x,tensor(0.0705),-172.61249422905408
 Nguyen-5_46_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281c2df0>>
 Nguyen-5_46_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f610>>
 Nguyen-5_46_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56805abe0>>
 Nguyen-5_46_40,(x + sin(x))**2,tensor(0.1323),-42.00063626772428
 Nguyen-5_46_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055f100>>
 Nguyen-5_46_42,x**2*(x + 5),tensor(0.1114),-62.6841824452058
 Nguyen-5_46_43,x**2 + x - 1,tensor(0.4505),-0.4873746846162892
 Nguyen-5_46_44,x*(x + sin(x)) + x,tensor(0.1840),-18.659251880252338
 Nguyen-5_46_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1cbee0>>
 Nguyen-5_46_46,x*(x**2 + 1),tensor(0.2607),-7.043119673122142
 Nguyen-5_46_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b8970>>
 Nguyen-5_46_48,atan(2*x) + 1,tensor(0.1644),-24.824113753032083
 Nguyen-5_46_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03f4160>>
 Nguyen-5_46_50,(x - 6)*exp(x),tensor(0.0578),-264.556891364615
 Nguyen-5_46_51,10/x**2,tensor(3.1122e-05),-1032389153.2100679
 Nguyen-5_46_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56814c2b0>>
 Nguyen-5_46_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987baa60>>
 Nguyen-5_46_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987dedc0>>
 Nguyen-5_46_55,x + sin(x + 3),tensor(0.2478),-8.21747257208667
 Nguyen-5_46_56,x*(x + cos(x)) + 2*x,tensor(0.1848),-18.45966260032842
 Nguyen-5_46_57,x*(x + 1),tensor(0.2226),-11.200219299404575
 Nguyen-5_46_58,x - atanh(2*x),tensor(0.),0
 Nguyen-5_46_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1ea340>>
 Nguyen-5_46_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08dc10>>
 Nguyen-5_46_61,x/(x + 2),tensor(0.3025),-4.3151853442835115
 Nguyen-5_46_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680d5ac0>>
 Nguyen-5_46_63,-4*exp(x),tensor(0.0794),-133.3718837785133
 Nguyen-5_46_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56804f430>>
 Nguyen-5_46_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b84f0>>
 Nguyen-5_46_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8ca0>>
 Nguyen-5_46_67,-x**2 + x,tensor(0.3488),-2.486296299440045
 Nguyen-5_46_68,x*(x**2 + 1)*cos(x),tensor(0.2803),-5.59504661235839
 Nguyen-5_46_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b6580>>
 Nguyen-5_46_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281ef700>>
 Nguyen-5_46_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b0190>>
 Nguyen-5_46_72,sqrt(x) + exp(x),tensor(0.),0
 Nguyen-5_46_73,3*log(sinh(2*x))/2,tensor(0.),0
 Nguyen-5_46_74,x**2 + 8*x,tensor(0.0817),-125.19231144589777
 Nguyen-5_46_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508115d90>>
 Nguyen-5_46_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803cf70>>
 Nguyen-5_46_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50803c790>>
 Nguyen-5_46_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481cfca0>>
 Nguyen-5_46_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56813ce20>>
 Nguyen-5_46_80,10*x**6,tensor(0.1015),-77.33765902628745
 Nguyen-5_46_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c08b0>>
 Nguyen-5_46_82,sin(x + 3),tensor(0.2061),-13.830529145527478
 Nguyen-5_46_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0610640>>
 Nguyen-5_46_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e056e0a0>>
 Nguyen-5_46_85,8*x,tensor(0.0824),-123.04676124351684
 Nguyen-5_46_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e056e3d0>>
 Nguyen-5_46_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528178190>>
 Nguyen-5_46_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528178cd0>>
 Nguyen-5_46_89,2*x**2 + x,tensor(0.1802),-19.683190155439746
 Nguyen-5_46_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987defa0>>
 Nguyen-5_46_91,88*x,tensor(0.0075),-17349.094447698615
 Nguyen-5_46_92,x**6/6,tensor(0.2578),-7.289589481716002
 Nguyen-5_46_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680e3c70>>
 Nguyen-5_46_94,x**2 + 2*x,tensor(0.2063),-13.79317499847297
 Nguyen-5_46_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b44c0>>
 Nguyen-5_46_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481cff40>>
 Nguyen-5_46_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481cf2e0>>
 Nguyen-5_46_98,log(sin(x) + 2),tensor(0.1910),-16.946156443899053
 Nguyen-5_46_99,x**4 + x + 1,tensor(0.1510),-30.604864891936817
 Nguyen-5_46_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c0190>>
 Nguyen-5_46_101,exp(4*x)/8,tensor(0.1542),-29.067804246882037
 Nguyen-5_46_102,10*exp(x),tensor(0.0279),-1210.6847777017833
 Nguyen-5_46_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ef820>>
 Nguyen-5_46_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04f77f0>>
 Nguyen-5_46_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58805d850>>
 Nguyen-5_46_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e056e790>>
 Nguyen-5_46_107,x**3*(x + 1)**2,tensor(0.2033),-14.352343250126804
 Nguyen-5_46_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a7eb0>>
 Nguyen-5_46_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4af0>>
 Nguyen-5_46_110,(2*x + 4)/x,tensor(0.0067),-21945.730533378694
 Nguyen-5_46_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a0106df0>>
 Nguyen-5_46_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc080ee0>>
 Nguyen-5_46_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568164e50>>
 Nguyen-5_46_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56813cb20>>
 Nguyen-5_46_115,exp(3*x + 1),tensor(0.0251),-1506.7954044266219
 Nguyen-5_46_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08d2e0>>
 Nguyen-5_46_117,x*sin(1),tensor(0.2834),-5.394735368824947
 Nguyen-5_46_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5280804c0>>
 Nguyen-5_46_119,x - tan(x),tensor(0.2484),-8.154670266808017
 Nguyen-5_46_120,x*exp(-3),tensor(0.2643),-6.745878922572246
 Nguyen-5_46_121,100*tanh(x),tensor(0.0079),-15968.227578863973
 Nguyen-5_46_122,x + exp(x + 3),tensor(0.0144),-4702.775745774672
 Nguyen-5_46_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b8f40>>
 Nguyen-5_46_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681840a0>>
 Nguyen-5_46_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5681849d0>>
 Nguyen-5_46_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080be190>>
 Nguyen-5_46_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5080be490>>
 Nguyen-5_47_0,sqrt(2)*tanh(2*x),tensor(0.2567),-7.3809285349249105
 Nguyen-5_47_1,-x + exp(x),tensor(0.1490),-31.620169925503234
 Nguyen-5_47_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56806c8e0>>
 Nguyen-5_47_3,-cos(x),tensor(0.4530),-0.4584010152845275
 Nguyen-5_47_4,x**2*sin(3),tensor(0.2538),-7.641002319516764
 Nguyen-5_47_5,-x + cos(x),tensor(0.1542),-29.106899794206264
 Nguyen-5_47_6,x + exp(acosh(x)),tensor(0.),0
 Nguyen-5_47_7,(x + 3)**2,tensor(0.0361),-711.7481121030775
 Nguyen-5_47_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8340>>
 Nguyen-5_47_9,cos(x + 4),tensor(0.4586),-0.39404806945473503
 Nguyen-5_47_10,x**3*(x**4 + x),tensor(0.2332),-9.809805375799607
 Nguyen-5_47_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698970>>
 Nguyen-5_47_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987ba2e0>>
 Nguyen-5_47_13,x*(x + sin(x))*cos(x),tensor(0.1961),-15.804547048240387
 Nguyen-5_47_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04380d0>>
 Nguyen-5_47_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04768e0>>
 Nguyen-5_47_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9550>>
 Nguyen-5_47_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9d60>>
 Nguyen-5_47_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9970>>
 Nguyen-5_47_19,-E,tensor(0.),0
 Nguyen-5_47_20,x*cos(x)/4,tensor(0.2699),-6.320129228161642
 Nguyen-5_47_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b04f0>>
 Nguyen-5_47_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b0c40>>
 Nguyen-5_47_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b54f0>>
 Nguyen-5_47_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0644cd0>>
 Nguyen-5_47_25,sin(2*x),tensor(0.2745),-5.982531876135651
 Nguyen-5_47_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0644700>>
 Nguyen-5_47_27,-2*log(cos(x)),tensor(0.2040),-14.234524784746815
 Nguyen-5_47_28,-x**3/3 + sin(x),tensor(0.2832),-5.408507723655012
 Nguyen-5_47_29,2*x + 1,tensor(0.1593),-26.845099005772177
 Nguyen-5_47_30,x*exp(x) + 3*x,tensor(0.1379),-38.051408139484224
 Nguyen-5_47_31,x*(x + acos(sqrt(x))),tensor(0.),0
 Nguyen-5_47_32,x*(x**3 - x),tensor(0.2867),-5.190060796872997
 Nguyen-5_47_33,x/(25*sin(x)),tensor(0.2553),-7.507642074070963
 Nguyen-5_47_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055ffd0>>
 Nguyen-5_47_35,x**2 - 5*log(x),tensor(0.),0
 Nguyen-5_47_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528146130>>
 Nguyen-5_47_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081ad4f0>>
 Nguyen-5_47_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06b5a00>>
 Nguyen-5_47_39,x/(x + 4),tensor(0.2771),-5.808596866603514
 Nguyen-5_47_40,x/acos(x)**2,tensor(0.1242),-48.69702633722754
 Nguyen-5_47_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0376190>>
 Nguyen-5_47_42,-2*x + exp(-x),tensor(0.1068),-68.90916230843882
 Nguyen-5_47_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1cbca0>>
 Nguyen-5_47_44,x + cos(1),tensor(0.2044),-14.154646978468865
 Nguyen-5_47_45,-2*x,tensor(0.1680),-23.535134429795484
 Nguyen-5_47_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a0106f70>>
 Nguyen-5_47_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50811d700>>
 Nguyen-5_47_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987de790>>
 Nguyen-5_47_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987deb20>>
 Nguyen-5_47_50,x*(2 - 3*x),tensor(0.2365),-9.417590757324398
 Nguyen-5_47_51,2*x*sin(3),tensor(0.2735),-6.052518051195699
 Nguyen-5_47_52,sin(x + 4),tensor(0.3097),-3.969949628953107
 Nguyen-5_47_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b8760>>
 Nguyen-5_47_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd568128490>>
 Nguyen-5_47_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b8580>>
 Nguyen-5_47_56,tan(x + 3),tensor(0.3138),-3.7812265975534407
 Nguyen-5_47_57,x**2 + x,tensor(0.2226),-11.200219299404575
 Nguyen-5_47_58,x*(x + sin(1)),tensor(0.2225),-11.208262404894787
 Nguyen-5_47_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443370>>
 Nguyen-5_47_60,x*(x + 30),tensor(0.0222),-1939.3297114640004
 Nguyen-5_47_61,-exp(x) + sin(x),tensor(0.4254),-0.8243793190240047
 Nguyen-5_47_62,sin(x) + 4,tensor(0.0732),-159.239430036887
 Nguyen-5_47_63,-cos(x - 1),tensor(0.2707),-6.255606865563712
 Nguyen-5_47_64,22*x*(x + 1),tensor(0.0247),-1553.8849011081368
 Nguyen-5_47_65,x**2 + x + acosh(x),tensor(0.),0
 Nguyen-5_47_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1cb940>>
 Nguyen-5_47_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081c0df0>>
 Nguyen-5_47_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0439eb0>>
 Nguyen-5_47_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e049a5e0>>
 Nguyen-5_47_70,2*x + atan(x),tensor(0.2008),-14.83669975022231
 Nguyen-5_47_71,x*(x + exp(x) + 3),tensor(0.1283),-45.14347208888667
 Nguyen-5_47_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816ac70>>
 Nguyen-5_47_73,x*exp(x) + x + 2,tensor(0.1027),-75.35095797448247
 Nguyen-5_47_74,x**2*(x + E),tensor(0.1562),-28.172753341406192
 Nguyen-5_47_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00ea670>>
 Nguyen-5_47_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08d730>>
 Nguyen-5_47_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08d4f0>>
 Nguyen-5_47_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b8430>>
 Nguyen-5_47_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b8910>>
 Nguyen-5_47_80,log(x + 2),tensor(0.1923),-16.643058351278167
 Nguyen-5_47_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b8f10>>
 Nguyen-5_47_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c05b0>>
 Nguyen-5_47_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52815a580>>
 Nguyen-5_47_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04e1280>>
 Nguyen-5_47_85,2*x - 5,tensor(0.0865),-110.58966916612317
 Nguyen-5_47_86,4*exp(x),tensor(0.0620),-227.8803097192859
 Nguyen-5_47_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b0e50>>
 Nguyen-5_47_88,cos(exp(2)),tensor(0.),0
 Nguyen-5_47_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8820>>
 Nguyen-5_47_90,x**4/24,tensor(0.2606),-7.051048878736378
 Nguyen-5_47_91,25*x**2,tensor(0.0308),-988.2455828125144
 Nguyen-5_47_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50813ce80>>
 Nguyen-5_47_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd588054a60>>
