Polynomial with Complex Roots_0_0,x**3 + 2*x**2 + x,tensor(0.2444),-8.554996892948866
Polynomial with Complex Roots_47_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cdcd0>>
Polynomial with Complex Roots_47_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd400>>
Polynomial with Complex Roots_47_30,sin(4*x),tensor(0.2167),-12.06780785615916
Polynomial with Complex Roots_47_31,2*x**3*cos(x),tensor(0.2194),-11.66289411827693
Polynomial with Complex Roots_47_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc2e0>>
Polynomial with Complex Roots_47_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc5b0>>
Polynomial with Complex Roots_47_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bcee0>>
Polynomial with Complex Roots_47_35,x*atan(2*x),tensor(0.2309),-10.100302253059413
Polynomial with Complex Roots_47_36,sin(x)/2,tensor(0.2183),-11.815350409728964
Polynomial with Complex Roots_47_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc280>>
Polynomial with Complex Roots_47_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc790>>
Polynomial with Complex Roots_47_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a78100b80>>
Polynomial with Complex Roots_47_40,5*x + cos(x),tensor(0.2396),-9.074291456874732
Polynomial with Complex Roots_47_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e74c0>>
Polynomial with Complex Roots_47_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e74f0>>
Polynomial with Complex Roots_47_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e7700>>
Polynomial with Complex Roots_47_44,sin(x + 1),tensor(0.2401),-9.020513826955034
Polynomial with Complex Roots_47_45,exp(3*x) + 3,tensor(0.3356),-2.9181865281690684
Polynomial with Complex Roots_47_46,exp(x - 1),tensor(0.2315),-10.022944135544613
Polynomial with Complex Roots_47_47,sin(x) + asin(x),tensor(0.2212),-11.395809661519358
Polynomial with Complex Roots_47_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062760>>
Polynomial with Complex Roots_47_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc02d940>>
Polynomial with Complex Roots_47_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0b8100>>
Polynomial with Complex Roots_47_51,15*sin(x),tensor(0.1565),-28.02915666862048
Polynomial with Complex Roots_47_52,x**2 - 3,tensor(0.1613),-26.02405213744885
Polynomial with Complex Roots_47_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1522b0>>
Polynomial with Complex Roots_47_54,8*cosh(x)**2,tensor(0.2008),-14.842616713983091
Polynomial with Complex Roots_47_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1d3910>>
Polynomial with Complex Roots_47_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b6250>>
Polynomial with Complex Roots_47_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b6a60>>
Polynomial with Complex Roots_47_58,asin(x + 1),tensor(0.),0
Polynomial with Complex Roots_47_59,2*x,tensor(0.2211),-11.403967517381691
Polynomial with Complex Roots_47_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c063c70>>
Polynomial with Complex Roots_47_61,x**2 + 2*exp(x),tensor(0.3521),-2.3857247695143626
Polynomial with Complex Roots_47_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015eca0>>
Polynomial with Complex Roots_47_63,2*x**3/3,tensor(0.2182),-11.831872120986827
Polynomial with Complex Roots_47_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1820>>
Polynomial with Complex Roots_47_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0745e0>>
Polynomial with Complex Roots_47_66,x*(x**2 + 4*x),tensor(0.2658),-6.626024886625124
Polynomial with Complex Roots_47_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a78100fd0>>
Polynomial with Complex Roots_47_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810edc0>>
Polynomial with Complex Roots_47_69,-x + sin(acosh(x)),tensor(0.),0
Polynomial with Complex Roots_47_70,x - atanh(x),tensor(0.2145),-12.408496052602938
Polynomial with Complex Roots_47_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4091820>>
Polynomial with Complex Roots_47_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40911f0>>
Polynomial with Complex Roots_47_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c102100>>
Polynomial with Complex Roots_47_74,5*x + 3,tensor(0.3409),-2.73782710969153
Polynomial with Complex Roots_47_75,x**2*(x + 1),tensor(0.2298),-10.227176120274823
Polynomial with Complex Roots_47_76,x + cosh(x),tensor(0.2612),-7.00159381059844
Polynomial with Complex Roots_47_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13a2b0>>
Polynomial with Complex Roots_47_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1dafd0>>
Polynomial with Complex Roots_47_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10d0a0>>
Polynomial with Complex Roots_47_80,x + exp(3*x),tensor(0.2728),-6.1024109475711565
Polynomial with Complex Roots_47_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c063df0>>
Polynomial with Complex Roots_47_82,5*x + 3,tensor(0.3409),-2.73782710969153
Polynomial with Complex Roots_47_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa0101fd0>>
Polynomial with Complex Roots_47_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c28e7f0>>
Polynomial with Complex Roots_47_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03c2b0>>
Polynomial with Complex Roots_47_86,sqrt(x) + x + 7,tensor(0.),0
Polynomial with Complex Roots_47_87,sin(x) + 1,tensor(0.2530),-7.7196516397760995
Polynomial with Complex Roots_47_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a8250>>
Polynomial with Complex Roots_47_89,x*cos(x**2),tensor(0.2193),-11.679484132801386
Polynomial with Complex Roots_47_90,x**2 + 5*x,tensor(0.2253),-10.825490666293057
Polynomial with Complex Roots_47_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e7ee0>>
Polynomial with Complex Roots_47_92,4*x**3*log(x),tensor(0.),0
Polynomial with Complex Roots_47_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f94f0>>
Polynomial with Complex Roots_47_94,x/5,tensor(0.2175),-11.939554243260728
Polynomial with Complex Roots_47_95,exp(x) + 3,tensor(0.4788),-0.18531408137487615
Polynomial with Complex Roots_47_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc18b490>>
Polynomial with Complex Roots_47_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc03cb50>>
Polynomial with Complex Roots_47_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0634f0>>
Polynomial with Complex Roots_47_99,x**2*sin(1),tensor(0.2257),-10.77199835699999
Polynomial with Complex Roots_47_100,2*x + sin(x),tensor(0.2208),-11.454253745554565
Polynomial with Complex Roots_47_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a23d0>>
Polynomial with Complex Roots_47_102,x**5 + 6*x,tensor(0.2071),-13.657694754275026
Polynomial with Complex Roots_47_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd220>>
Polynomial with Complex Roots_47_104,x*(3*x + 3),tensor(0.2573),-7.33357788578139
Polynomial with Complex Roots_47_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4038e20>>
Polynomial with Complex Roots_47_106,5*x*cos(x) + x,tensor(0.2160),-12.174784152114352
Polynomial with Complex Roots_47_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03cfd0>>
Polynomial with Complex Roots_47_108,2*x + sinh(x),tensor(0.2206),-11.489264098618516
Polynomial with Complex Roots_47_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0be310>>
Polynomial with Complex Roots_47_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40627c0>>
Polynomial with Complex Roots_47_111,(x + 1)*cos(x + 2),tensor(0.1962),-15.776256426808306
Polynomial with Complex Roots_47_112,x*(x + 4),tensor(0.2297),-10.250172030142895
Polynomial with Complex Roots_47_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c27be80>>
Polynomial with Complex Roots_47_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c27b880>>
Polynomial with Complex Roots_47_115,2*x + acos(x),tensor(0.2763),-5.862624940938783
Polynomial with Complex Roots_47_116,3*x + 2,tensor(0.3020),-4.341226167057612
Polynomial with Complex Roots_47_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1e80>>
Polynomial with Complex Roots_47_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062490>>
Polynomial with Complex Roots_47_119,x + exp(x + 3),tensor(0.0704),-173.55127392531918
Polynomial with Complex Roots_47_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc430>>
Polynomial with Complex Roots_47_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1a2520>>
Polynomial with Complex Roots_47_122,x**2*cos(1),tensor(0.2225),-11.217000857332305
Polynomial with Complex Roots_47_123,x**2*exp(4),tensor(0.0733),-158.95929809559496
Polynomial with Complex Roots_47_124,x/(x**2 + 2),tensor(0.2181),-11.846497221370115
Polynomial with Complex Roots_47_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c27b370>>
Polynomial with Complex Roots_47_126,cos(x + 5),tensor(0.2265),-10.664736412443325
Polynomial with Complex Roots_47_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc03ca60>>
Polynomial with Complex Roots_48_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4073ca0>>
Polynomial with Complex Roots_48_1,cos(x)**2,tensor(0.2378),-9.274237951812013
Polynomial with Complex Roots_48_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7a90>>
Polynomial with Complex Roots_48_3,(x + 2)**2,tensor(0.4985),-0.011678331729439773
Polynomial with Complex Roots_48_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a781003d0>>
Polynomial with Complex Roots_48_5,7*x**2,tensor(0.2936),-4.788287689020132
Polynomial with Complex Roots_48_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a8d90>>
Polynomial with Complex Roots_48_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e7ac0>>
Polynomial with Complex Roots_48_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4073610>>
Polynomial with Complex Roots_48_9,x - log(cos(x)) + sin(x),tensor(0.2275),-10.53342795228514
Polynomial with Complex Roots_48_10,3*x + 2,tensor(0.3020),-4.341226167057612
Polynomial with Complex Roots_48_11,x*cos(3),tensor(0.2124),-12.7552170454201
Polynomial with Complex Roots_48_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1f2d60>>
Polynomial with Complex Roots_48_13,x + exp(3*x) + tan(3*x),tensor(0.0054),-33736.80008973987
Polynomial with Complex Roots_48_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0befa0>>
Polynomial with Complex Roots_48_15,x*cos(5) + x,tensor(0.2204),-11.516408467025776
Polynomial with Complex Roots_48_16,-x + cos(x),tensor(0.2356),-9.521020568175391
Polynomial with Complex Roots_48_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707fcd00>>
Polynomial with Complex Roots_48_18,x*atanh(x) + 2*x,tensor(0.2384),-9.210172368607038
Polynomial with Complex Roots_48_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b7af0>>
Polynomial with Complex Roots_48_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40263d0>>
Polynomial with Complex Roots_48_21,x + sin(asinh(x)),tensor(0.2210),-11.419802760839747
Polynomial with Complex Roots_48_22,sin(x + 3),tensor(0.2159),-12.182781394989638
Polynomial with Complex Roots_48_23,x**3*(x + 3),tensor(0.2278),-10.49455251646388
Polynomial with Complex Roots_48_24,x/(x + sin(x)),tensor(0.2321),-9.944295880616906
Polynomial with Complex Roots_48_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d73a0>>
Polynomial with Complex Roots_48_26,x**5*exp(x) + x,tensor(0.2265),-10.664265234411575
Polynomial with Complex Roots_48_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1ee0>>
Polynomial with Complex Roots_48_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1850>>
Polynomial with Complex Roots_48_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a10d0>>
Polynomial with Complex Roots_48_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0a1ac0>>
Polynomial with Complex Roots_48_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10d760>>
Polynomial with Complex Roots_48_32,x*(x + 1),tensor(0.2310),-10.080957421249405
Polynomial with Complex Roots_48_33,x*(x + sin(4)),tensor(0.2235),-11.065974980878275
Polynomial with Complex Roots_48_34,x*(x + 2),tensor(0.2327),-9.877905407621071
Polynomial with Complex Roots_48_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc13ad90>>
Polynomial with Complex Roots_48_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810e2e0>>
Polynomial with Complex Roots_48_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140a60>>
Polynomial with Complex Roots_48_38,4 - x,tensor(0.3748),-1.7834925871509575
Polynomial with Complex Roots_48_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156640>>
Polynomial with Complex Roots_48_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c156c40>>
Polynomial with Complex Roots_48_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc18b280>>
Polynomial with Complex Roots_48_42,x*(4*x + 3),tensor(0.2706),-6.268194189959391
Polynomial with Complex Roots_48_43,x*asinh(x) + x,tensor(0.2301),-10.195722322753616
Polynomial with Complex Roots_48_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10db20>>
Polynomial with Complex Roots_48_45,x**6*sin(x) + x,tensor(0.2204),-11.508334774579936
Polynomial with Complex Roots_48_46,5*x**2 + x,tensor(0.2805),-5.580405325182641
Polynomial with Complex Roots_48_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038610>>
Polynomial with Complex Roots_48_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1e7430>>
Polynomial with Complex Roots_48_49,sqrt(x + 1),tensor(0.2491),-8.086334548338458
Polynomial with Complex Roots_48_50,x**5*(x + 5),tensor(0.2249),-10.87339541974188
Polynomial with Complex Roots_48_51,2*atan(x),tensor(0.2209),-11.43972504045269
Polynomial with Complex Roots_48_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038b50>>
Polynomial with Complex Roots_48_53,x**2/(x + 1),tensor(0.1547),-28.874083891099673
Polynomial with Complex Roots_48_54,4*x + sin(x),tensor(0.2151),-12.313609353214574
Polynomial with Complex Roots_48_55,-1/sqrt(x),tensor(0.),0
Polynomial with Complex Roots_48_56,x**3/20,tensor(0.2169),-12.03280913469201
Polynomial with Complex Roots_48_57,tan(x + 4),tensor(0.0234),-1736.9823623934828
