Square Root with Quadratic Term_0_0,x + tan(x),tensor(0.0754),-149.42550353068413
Square Root with Quadratic Term_87_79,x + sinh(x)/x,tensor(0.1224),-50.433085109205216
Square Root with Quadratic Term_87_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80631f0>>
Square Root with Quadratic Term_87_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0122f10>>
Square Root with Quadratic Term_87_82,4*x + exp(x),tensor(0.0684),-184.58427355629848
Square Root with Quadratic Term_87_83,x*sin(x) - 3*x + cos(x),tensor(0.0963),-87.07840813150011
Square Root with Quadratic Term_87_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900fdcd0>>
Square Root with Quadratic Term_87_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002cfd0>>
Square Root with Quadratic Term_87_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a1bb0>>
Square Root with Quadratic Term_87_87,8*x**2,tensor(0.0865),-110.45249120178018
Square Root with Quadratic Term_87_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221d00>>
Square Root with Quadratic Term_87_89,-cos(x),tensor(0.0655),-202.45682487069902
Square Root with Quadratic Term_87_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd4c0>>
Square Root with Quadratic Term_87_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013f7c0>>
Square Root with Quadratic Term_87_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81803d0>>
Square Root with Quadratic Term_87_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc756fd0>>
Square Root with Quadratic Term_87_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc7565b0>>
Square Root with Quadratic Term_87_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc756820>>
Square Root with Quadratic Term_87_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc11c9a0>>
Square Root with Quadratic Term_87_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc11c0d0>>
Square Root with Quadratic Term_87_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc11cb20>>
Square Root with Quadratic Term_87_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc11cbe0>>
Square Root with Quadratic Term_87_100,(x + 5)**3,tensor(0.0019),-283864.8031451821
Square Root with Quadratic Term_87_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc146580>>
Square Root with Quadratic Term_87_102,x + atan(x),tensor(0.0779),-138.97421030351524
Square Root with Quadratic Term_87_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc48ae80>>
Square Root with Quadratic Term_87_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc48a940>>
Square Root with Quadratic Term_87_105,exp(2*x),tensor(0.1024),-75.88399501309871
Square Root with Quadratic Term_87_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82ee0>>
Square Root with Quadratic Term_87_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82940>>
Square Root with Quadratic Term_87_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82d90>>
Square Root with Quadratic Term_87_109,3*x**3*exp(x),tensor(0.0809),-128.21010852464664
Square Root with Quadratic Term_87_110,x*(x**2 + x),tensor(0.0919),-96.56416123345471
Square Root with Quadratic Term_87_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8180880>>
Square Root with Quadratic Term_87_112,x**3/sin(x) + x,tensor(0.0913),-98.12952562150367
Square Root with Quadratic Term_87_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900fd9a0>>
Square Root with Quadratic Term_87_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075340>>
Square Root with Quadratic Term_87_115,x**2 + x + 1,tensor(0.1353),-39.82269104648405
Square Root with Quadratic Term_87_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f695816c220>>
Square Root with Quadratic Term_87_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958075190>>
Square Root with Quadratic Term_87_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900d8a00>>
Square Root with Quadratic Term_87_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a23d0>>
Square Root with Quadratic Term_87_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2a90>>
Square Root with Quadratic Term_87_121,-2*x**2 - log(cos(x)),tensor(0.0724),-163.14168055685212
Square Root with Quadratic Term_87_122,sqrt(x + 1),tensor(0.1208),-51.95479029945901
Square Root with Quadratic Term_87_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd670>>
Square Root with Quadratic Term_87_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900699d0>>
Square Root with Quadratic Term_87_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d3ac0>>
Square Root with Quadratic Term_87_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4c0670>>
Square Root with Quadratic Term_87_127,-1/(x + 1),tensor(0.0254),-1465.8787982696663
Square Root with Quadratic Term_88_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980cd6a0>>
Square Root with Quadratic Term_88_1,(x - 1)*exp(x),tensor(0.0659),-199.7881901907194
Square Root with Quadratic Term_88_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d824f0>>
Square Root with Quadratic Term_88_3,3*x**2/2 + 3,tensor(0.1910),-16.928899399808106
Square Root with Quadratic Term_88_4,tan(x)/x,tensor(0.1345),-40.42791331674342
Square Root with Quadratic Term_88_5,x**2,tensor(0.0933),-93.54186415998291
Square Root with Quadratic Term_88_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d3430>>
Square Root with Quadratic Term_88_7,acosh(x + 3),tensor(0.1957),-15.899505230127886
Square Root with Quadratic Term_88_8,-sinh(x),tensor(0.0826),-122.34232253542828
Square Root with Quadratic Term_88_9,x*(x + 3) + x,tensor(0.0683),-185.16258238974808
Square Root with Quadratic Term_88_10,4*x*log(x**2),tensor(0.0674),-190.38406001017782
Square Root with Quadratic Term_88_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2562040>>
Square Root with Quadratic Term_88_12,2*x - cos(x),tensor(0.0620),-228.16212643735943
Square Root with Quadratic Term_88_13,6*x**4 + x,tensor(0.0937),-92.52767476822899
Square Root with Quadratic Term_88_14,x*exp(x) + x,tensor(0.0822),-123.6142066637786
Square Root with Quadratic Term_88_15,x - 1/x,tensor(0.0094),-11081.716121844009
Square Root with Quadratic Term_88_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580757f0>>
Square Root with Quadratic Term_88_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002ccd0>>
Square Root with Quadratic Term_88_18,2*x + acos(x),tensor(0.1638),-25.07866135521751
Square Root with Quadratic Term_88_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2cb7d00>>
Square Root with Quadratic Term_88_20,x**4 + x + tan(x),tensor(0.0790),-134.79828436764936
Square Root with Quadratic Term_88_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80d46d0>>
Square Root with Quadratic Term_88_22,cos(1)/x**5,tensor(2.4904e-12),-1.6124151137046143e+23
Square Root with Quadratic Term_88_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc66ee80>>
Square Root with Quadratic Term_88_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0090550>>
Square Root with Quadratic Term_88_25,3*log(x),tensor(0.),0
Square Root with Quadratic Term_88_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810c550>>
Square Root with Quadratic Term_88_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6d54c0>>
Square Root with Quadratic Term_88_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958102a90>>
Square Root with Quadratic Term_88_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699829ae20>>
Square Root with Quadratic Term_88_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699829ad90>>
Square Root with Quadratic Term_88_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e002c370>>
Square Root with Quadratic Term_88_32,x/110,tensor(0.0842),-117.41390059541705
Square Root with Quadratic Term_88_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5964c0>>
Square Root with Quadratic Term_88_34,-4*x**3/3,tensor(0.0832),-120.27795559282184
Square Root with Quadratic Term_88_35,x**2 + 5*x,tensor(0.0611),-235.26454330224203
Square Root with Quadratic Term_88_36,-1/(2*x - 1),tensor(0.0012),-642227.6614864073
Square Root with Quadratic Term_88_37,x*(asin(x) + 1)/2,tensor(0.0886),-104.80916145989629
Square Root with Quadratic Term_88_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6f26d0>>
Square Root with Quadratic Term_88_39,x*atan(3*x),tensor(0.0994),-81.01906337171896
Square Root with Quadratic Term_88_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8063e20>>
Square Root with Quadratic Term_88_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1cea90>>
Square Root with Quadratic Term_88_42,(x + 1)*exp(asin(x)),tensor(0.1014),-77.56628150060385
Square Root with Quadratic Term_88_43,5*asin(x)/2,tensor(0.0712),-169.28695782709602
Square Root with Quadratic Term_88_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998172d00>>
Square Root with Quadratic Term_88_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc756160>>
Square Root with Quadratic Term_88_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80d46a0>>
Square Root with Quadratic Term_88_47,x*exp(5*x**2),tensor(0.0079),-15599.110179800482
Square Root with Quadratic Term_88_48,x/sin(2),tensor(0.0816),-125.66856768997161
Square Root with Quadratic Term_88_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2548490>>
Square Root with Quadratic Term_88_50,x*(2*x + 5),tensor(0.0636),-216.02840808697528
Square Root with Quadratic Term_88_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cfca0>>
Square Root with Quadratic Term_88_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998351eb0>>
Square Root with Quadratic Term_88_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998187f70>>
Square Root with Quadratic Term_88_54,x**3*(x + 1)**2,tensor(0.0900),-101.1932881592725
Square Root with Quadratic Term_88_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013f670>>
Square Root with Quadratic Term_88_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80f2220>>
Square Root with Quadratic Term_88_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2562910>>
Square Root with Quadratic Term_88_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc07fac0>>
Square Root with Quadratic Term_88_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc100ee0>>
Square Root with Quadratic Term_88_60,x*sin(x) - x,tensor(0.0906),-99.63339266108706
Square Root with Quadratic Term_88_61,7*x,tensor(0.0479),-394.68784275700926
Square Root with Quadratic Term_88_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998058280>>
Square Root with Quadratic Term_88_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80f2b50>>
Square Root with Quadratic Term_88_64,2*x*sin(2),tensor(0.0781),-138.18440702484725
Square Root with Quadratic Term_88_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693013f370>>
Square Root with Quadratic Term_88_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc146640>>
Square Root with Quadratic Term_88_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998138460>>
Square Root with Quadratic Term_88_68,-acosh(x),tensor(0.),0
Square Root with Quadratic Term_88_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f463a0>>
Square Root with Quadratic Term_88_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981b4df0>>
Square Root with Quadratic Term_88_71,x/3,tensor(0.0838),-118.51622666071847
Square Root with Quadratic Term_88_72,3*x + sin(x),tensor(0.0649),-206.2580857604684
Square Root with Quadratic Term_88_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc07ff10>>
Square Root with Quadratic Term_88_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc17e5b0>>
Square Root with Quadratic Term_88_75,(x - 1)*(x + sin(x)),tensor(0.0924),-95.52505249821382
Square Root with Quadratic Term_88_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1e05b0>>
Square Root with Quadratic Term_88_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80f2520>>
Square Root with Quadratic Term_88_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b253c880>>
Square Root with Quadratic Term_88_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc48e1f0>>
Square Root with Quadratic Term_88_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69301b4400>>
Square Root with Quadratic Term_88_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900d8550>>
Square Root with Quadratic Term_88_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692804adf0>>
Square Root with Quadratic Term_88_83,x*(x + 1),tensor(0.0904),-100.12897490439258
Square Root with Quadratic Term_88_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5be130>>
Square Root with Quadratic Term_88_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc7580d0>>
Square Root with Quadratic Term_88_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0a2fa0>>
